Titulo,Autores,Resumen,Fecha,Etiquetas,URL
"Muerte de adolescente de 13 años en La Florida: ""El Gobierno redoblará las estrategias de combate al crimen"", dice Tohá",Carolina Mardones,"""La trágica muerte de un niño de 13 años, como la ocurrida esta madrugada en La Florida, es un hecho repudiable que el Estado perseguirá con toda la fuerza de la ley"", aseveró la ministra Tohá.",28 de Febrero de 2024 - 09:39 hrs.,"['Gobierno De Boric', 'carolina tohá', 'ministerio del interior', 'la florida', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/gobierno-asegura-redoblara-estrategias-combate-al-crimen-tras-muerte-menor-13-a-28-2-2024
Fue golpeado y apuñalado: Conductor en riesgo vital tras violenta encerrona en La Cisterna,T13,"Testigos de la encerrona señalaron que el conductor fue golpeado por los sujetos y apuñalado varias veces, por lo que fue llevado a un centro asistencial.",27 de Febrero de 2024 - 08:48 hrs.,"['encerrona', 'la cisterna', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/conductor-riesgo-vital-tras-violenta-encerrona-cisterna-27-2-2024
PDI investiga denuncia de violación a paciente sedada en Hospital del Salvador,Aton,La denuncia de violación fue realizada el pasado 24 de febrero y el hecho se viralizó en redes sociales.,27 de Febrero de 2024 - 07:06 hrs.,"['pdi', 'violación', 'denuncia de violación', 'hospital del salvador', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/pdi-investiga-denuncia-violacion-paciente-sedada-hospital-del-salvador-27-2-2024
Confirman hallazgo de restos de cadera y pelvis en Padre Hurtado,T13,La mañana de este lunes se había confirmado el hallazgo de una pierna en la misma comuna de la región Metropolitana.,26 de Febrero de 2024 - 13:52 hrs.,"['restos humanos', 'padre hurtado', 'región metropolitana', 'descuartizado']",https://www.t13.cl/noticia/nacional/confirman-hallazgo-restos-cadera-pelvis-padre-hurtado-26-2-2024
Qué se sabe del hallazgo de una pierna humana en la comuna de Padre Hurtado,T13,Al lugar llegó personal especializado además del Equipo de Crimen Organizado y Homicidios (Ecoh) de Fiscalía para realizar una serie de pericias.,26 de Febrero de 2024 - 10:02 hrs.,"['padre hurtado', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/que-se-sabe-del-hallazgo-una-pierna-humana-predio-agricola-padre-hurtado-26-2-2024
Redes sociales reportan cortes de luz en varios puntos de Santiago,T13,La Superintendencia de Electricidad y Combustibles (SEC) reportó  -a las 19.20 hrs- más de 65 mil clientes sin servicio de electricidad en la región Metropolitana.,22 de Febrero de 2024 - 19:23 hrs.,"['corte de luz', 'santiago', 'región metropolitana', 'enel', 'cge']",https://www.t13.cl/noticia/nacional/redes-sociales-reportan-cortes-luz-varios-puntos-santiago-22-2-2024
Muro de casa se derrumba y cae sobre mujer en Ñuñoa: sufrió heridas graves,Javier Thomson,La mujer de 59 años tuvo que ser auxiliada por personal médico y fue trasladada hasta el Hospital Salvador.,22 de Febrero de 2024 - 14:37 hrs.,"['ñuñoa', 'accidente', 'muro', 'mujer', 'región metropolitana']",https://www.t13.cl/noticia/nacional/muro-casa-se-derrumba-termino-impactando-sobre-mujer-nunoa-fue-traslada-hasta-hospital
Lluvia en Santiago: Michelle Adam detalla a qué hora se espera HOY la mayor cantidad de agua,Francisco Sepúlveda,"En horas de esta tarde se espera lo más importante de este evento, pero la meteoróloga de Canal 13 expuso un tramo horario en particular.",22 de Febrero de 2024 - 12:05 hrs.,"['lluvias', 'precipitaciones', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/lluvia-santiago-michelle-adam-detalla-hora-se-espera-hoy-mayor-cantidad-agua-22-2-2024
Caso Fantasilandia: Hassler pide fortalecer protocolización de entradas de cortesía tras polémica,T13,"La alcaldesa Hassler, además, indicó que aportarán ""elementos y antecedentes ante aquella denuncia para que la Contraloría pueda investigar.",22 de Febrero de 2024 - 10:56 hrs.,"['fantasilandia', 'Entradas de cortesía', 'irací hassler', 'santiago', 'región metropolitana', 'yasna tapia']",https://www.t13.cl/noticia/politica/caso-fantasilandia-hassler-pide-fortalecer-protocolizacion-entradas-cortesia-tr-22-2-2024
Lluvia en Santiago: ¿A qué hora comenzarían las precipitaciones en la capital?,T13,"Aunque muchos no lo crean, las lluvias se harán presentes en la capital en pleno mes de febrero. ¿A qué hora caerían las primeras gotas?",21 de Febrero de 2024 - 21:53 hrs.,"['Lluvia En Santiago', 'lluvia', 'santiago', 'región metropolitana', 'el tiempo en santiago', 'a que hora empieza a llover', 'precipitaciones']",https://www.t13.cl/noticia/nacional/lluvia-santiago-a-que-hora-comenzarian-precipitaciones-capital-21-02-2024
¿Qué se sabe de la posible lluvia que se registraría este jueves en la Región Metropolitana?,Javier Thomson,"Se estima que la temperatura máxima de este jueves en la capital serán 21°C, dejando atrás las olas de calor de las últimas semanas.",21 de Febrero de 2024 - 13:23 hrs.,"['región metropolitana', 'lluvia', 'santiago']",https://www.t13.cl/noticia/nacional/que-se-sabe-posible-lluvia-se-registraria-este-jueves-region-metropolitana-21-2-2024
Corte de agua de 14 horas en la RM: Seremi de Salud entregó recomendaciones para habitantes de 3 comunas afectadas,Javier Thomson,El corte de suministro afectará a tres comunas de la Región Metropolitana y durará cerca de 14 horas.,21 de Febrero de 2024 - 10:47 hrs.,"['corte de agua', 'región metropolitana', 'cerro navia', 'lo prado', 'pudahuel']",https://www.t13.cl/noticia/nacional/corte-agua-rm-seremi-salud-entrego-recomendaciones-afectados-21-2-2024
¿Qué se necesita para dividir comunas?: La idea para combatir crisis de seguridad,T13,"En el fondo, se trataría de crear desde una comuna, dos o hasta tres si fuera necesario. La medida tiene voces a favor y en contra.",21 de Febrero de 2024 - 05:38 hrs.,"['dividir comunas', 'región metropolitana', 'alcalde', 'seguridad', 'crisis']",https://www.t13.cl/noticia/nacional/que-se-necesita-para-dividir-comunas-idea-para-combatir-crisis-seguridad-21-2-2024
Corte de agua en tres comunas de la RM: Todo lo que tienes que saber,T13,"Según Aguas Andinas, el corte de agua se realizará por trabajos preventivos programados, con el fin de mejorar los niveles de eficiencia.",20 de Febrero de 2024 - 18:07 hrs.,"['corte de agua', 'región metropolitana', 'cerro navia', 'lo prado', 'pudahuel']",https://www.t13.cl/noticia/nacional/corte-de-agua-tres-comunas-rm-todo-lo-tienes-saber-20-2-2024
Proponen subdividir 4 comunas de la RM por crisis de seguridad: ¿Cuáles son y en qué consiste la iniciativa?,T13,"La propuesta fue realizada por el alcalde de Huechuraba, Carlos Cuadrado, a raíz de la crisis de seguridad que existe en nuestro país.",20 de Febrero de 2024 - 15:17 hrs.,"['región metropolitana', 'puente alto', 'maipú', 'la florida', 'san bernardo']",https://www.t13.cl/noticia/nacional/proponen-subdividir-4-comunas-rm-por-crisis-seguridad-cuales-son-consiste-iniciativa
Municipalidad de Lo Prado criticó simulacro de balacera: Lo tildaron de irresponsable,T13,"""Acciones irresponsables pueden conducir a sembrar el caos y poner en riesgo a nuestros vecinos"", acusaron desde el municipio a raíz del simulacro de balacera.",20 de Febrero de 2024 - 08:06 hrs.,"['simulacro de balacera', 'lo prado', 'región metropolitana', 'santiago']",https://www.t13.cl/noticia/nacional/municipalidad-lo-prado-critico-simulacro-balacera-lo-tildaron-irresponsable-20-2-2024
Con sonido de disparos incluidos: Vecinos de Lo Prado realizaron simulacro de balacera,T13,Durante el ejercicio se reprodujeron sonidos de disparos por parlantes y una persona llamó a los demás a lanzarse al suelo.,19 de Febrero de 2024 - 12:47 hrs.,"['simulacro de balacera', 'balacera', 'lo prado', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/con-sonido-disparos-incluidos-vecinos-lo-prado-realizaron-simulacro-balacera-19-2-2024
Corte de agua de 14 horas: ¿Cuándo comienza y a qué comunas de la RM afectará?,T13,Desde Aguas Andinas informaron que debido al corte de agua se dispondrá de 22 puntos de abastecimiento alternativo y cuatro camiones aljibes a disposición de la comunidad.,19 de Febrero de 2024 - 11:23 hrs.,"['corte de agua', 'Abastecimiento de agua', 'aguas andinas', 'región metropolitana']",https://www.t13.cl/noticia/nacional/corte-de-agua-potable-comunas-region-metropolitana-19-2-2024
Se hicieron pasar por Carabineros: Simularon allanamiento para robar casa en Puente Alto,T13,"""Como nosotros tenemos un local de comida, venía con la recaudación venía con mi parte del fin de semana, la tenía guardada y se llevaron todo"", contó el afectado.",19 de Febrero de 2024 - 11:20 hrs.,"['carabineros', 'Falso allanamiento', 'puente alto', 'región metropolitana', 'santiago']",https://www.t13.cl/noticia/nacional/se-hicieron-pasar-por-carabineros-simularon-allanamiento-para-robar-casa-puente-19-2-2024
Bajan las temperaturas: ¿Puede llover este jueves en Santiago?,Javier Thomson,"La meteoróloga de Canal 13, Michelle Adam, se refirió a los pronósticos de lluvia que asomaban para la zona central del país.",19 de Febrero de 2024 - 09:55 hrs.,"['región metropolitana', 'michelle adam', 'temperatura', 'lluvias', 'el tiempo']",https://www.t13.cl/noticia/nacional/bajan-las-temperaturas-puede-llover-este-jueves-santiago-19-2-2024
Revisa los puntos de abastecimiento por corte de agua en tres comunas de la región Metropolitana,T13,Desde Aguas Andinas informaron que debido al corte de agua se dispondrá de 22 puntos de abastecimiento alternativo y cuatro camiones aljibes a disposición de la comunidad.,19 de Febrero de 2024 - 09:09 hrs.,"['corte de agua', 'Abastecimiento de agua', 'aguas andinas', 'región metropolitana']",https://www.t13.cl/noticia/nacional/revisa-puntos-abastecimiento-por-corte-agua-tres-comunas-region-metropolitana-19-2-2024
Anuncian corte de agua para tres comunas de Santiago: Suspensión durará 14 horas,Marcial Cabezas González,El servicio será cortado durante la próxima semana por 14 horas. Revisa cuáles serán las comunas afectadas a continuación.,16 de Febrero de 2024 - 16:45 hrs.,"['corte de agua', 'santiago', 'corte de agua en santiago', 'región metropolitana', 'cerro navia', 'lo prado', 'pudahuel']",https://www.t13.cl/noticia/nacional/anuncian-corte-agua-para-tres-comunas-santiago-suspension-durara-14-horas-16-2-2024
Encuentran torso masculino al interior de fundo El Bosque de Maipú,T13,"La policía informó que el fallecido corresponde a un hombre adulto, cuya identidad no está definida.",15 de Febrero de 2024 - 18:56 hrs.,"['hallazgo', 'cadáver', 'restos', 'maipú', 'fundo el bosque', 'región metropolitana']",https://www.t13.cl/noticia/nacional/reportan-hallazgo-cadaver-al-interior-del-fundo-bosque-maipu-15-2-2024
Violenta encerrona en La Pintana: Mujer embarazada sufrió el robo de su vehículo,T13,"Carabineros logró detener a un delincuente y recuperar el vehículo, debido a que los antisociales chocaron con un camión en la huida.",13 de Febrero de 2024 - 23:10 hrs.,"['la pintana', 'región metropolitana', 'mujer embarazada']",https://www.t13.cl/noticia/nacional/violenta-encerrona-pintana-mujer-embarazada-sufrio-robo-su-vehiculo-13-2-2024
Auto terminó volcado frente a La Moneda tras accidente de tránsito,T13,Se espera que personal de la Sección de Investigaciones de Accidentes en el Tránsito (SIAT) de Carabineros realice una serie de pericias en el lugar.,13 de Febrero de 2024 - 12:16 hrs.,"['accidente de tránsito', 'accidente', 'palacio de la moneda', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/auto-termino-volcado-frente-moneda-tras-accidente-transito-13-2-2024
Carabineros usaron sus armas: Revelan video de conductora que intentó huir de fiscalización cerca de La Moneda,T13,"Desde Carabineros señalaron a T13 que ""fue una persecución que se llevó a cabo por calle Agustinas, después esta persona fue por Morandé en contra del tránsito"".",13 de Febrero de 2024 - 11:16 hrs.,"['fiscalización', 'la moneda', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/carabineros-usaron-sus-armas-revelan-video-conductora-intento-huir-fiscalizacio-13-2-2024
Al menos 19 heridos tras choque de micros en Conchalí,T13,"Según información preliminar, uno de los buses sufrió el corte de sus frenos y colisionó en contra del otro vehículo que estaba detenido en el lugar tomando pasajeros.",13 de Febrero de 2024 - 08:11 hrs.,"['accidente de tránsito', 'independencia', 'choque', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/al-menos-19-heridos-tras-choque-micros-independencia-13-2-2024
Carabineros disparó contra conductora tras persecución en cercanías de La Moneda,T13,"Desde Carabineros señalaron a T13 que el hecho comenzó en el sector de la Alameda con Teatinos, donde personal policial intentó realizar una fiscalización. Dos carabineros debieron usar su arma de servicio.",13 de Febrero de 2024 - 07:24 hrs.,"['policial', 'carabineros', 'la moneda', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/carabineros-disparo-contra-conductora-tras-persecucion-cercanias-moneda-13-2-2024
VIDEO | Cámara de seguridad registró violenta encerrona a madre e hija en El Bosque,T13,"Ambas mujeres fueron intimidadas por los asaltantes, quienes usaron armas y elementos cortopunzantes para amenazarlas y robar el vehículo.",12 de Febrero de 2024 - 11:00 hrs.,"['encerrona', 'el bosque', 'carabineros', 'santiago', 'región metropolitana']",https://www.t13.cl/noticia/nacional/camara-seguridad-registro-violenta-encerrona-madre-e-hija-bosque-12-2-2024
